,Final_Text,Category
8983,myriad challenge face egypt theatre practitioner outside cairo minimal budget lack space censorship top among long list challenge faced theatre maker outside capital ahram online talk director troupe across country,Art
8984,weekend culture cairo alexandria 46 august summer evening refreshing infused artistic cultural activity ahram online highlight event take place weekend,Art
8985,video lebanese art festival rock despite syria war,Art
8986,final week egypt 9th national theatre festival ahram online recommends enter final week national theatre festival ahram online highlight five play worth attending festival end,Art
8987,palestinian celebrity designer kashou revisits west bank popup shop,Art
8988,actor ewan mcgregor say child iraq risk death sex abuse trafficker,Art
8989,glance egypt art culture july 2016 ahram online brings egyptian regional culture interview feature news review revisit july 2016 article linked,Art
8990,jk rowling hope newly opened harry potter play go global,Art
8991,art alert page number 13 play cairo hosapeer theatre play directed mohamed zaki,Art
8992,egyptâs art culture best july 2016 ahram online highlight egypt artistic achievement important cultural event july 2016,Art
8993,french street artist play history petrol art london exhibit,Art
8994,interview egyptian director tarek eldewiri talk zombie physical theatre politics tarek eldewiris zombie ten sin performed cairo last week one many work director embeds politics physical theatre,Art
8995,egypt art culture event week 31 july7 august summer peak cairo alexandria damanhour port said ismailia offer many cultural event check,Art
8996,weekend culture cairo alexandria 2830 july summer evening refreshing infused artistic cultural activity ahram online highlight event take place weekend,Art
8997,ancient art brick making give brightness warstricken yemen,Art
8998,google doodle honour ounsi elhajj famed lebanese poet writer ounsis translation arabic include work shakespeare ionesco camus brecht,Art
8999,art alert india kathakali traditional dance staged four egyptian city ninemember kathakali dance troupe perform alexandria port said ismailia cairo,Art
9000,week 2 egypt 9th national theatre festival ahram online recommends ahram online highlight five play second week national theatre festival event run 8 august,Art
9001,need cultural strategy state head egypt national theatre festival nasser abdelmoneim talk ahram online year edition state egyptian theatre cultural scene,Art
9002,egypt art culture event week 2431 july national theatre festival highlight week cairene audience alexandrian look forward bibliotheca alexandrina international summer festival,Art
9003,egypt culture ministry publish book show tiran sanafir saudi book published recently geographic society reissued ministry contains map document supporting saudi claim,Art
9004,art alert role art environment japan yodogawa technique presented cairo hideaki shibata founder yodogawa technique art unit also participate âfrom rag richesâ project organised baad el bahr cultural development,Art
9005,egypt art culture event week 1421 august open air concert provide much needed refreshment summer evening cairo alexandria parallel city week offer many cultural event across many venue,Art
9006,robert de niro open sarajevo film fest,Art
9007,india kathakali dancedrama unfolds color kerala egypt last decade egyptian audience seen much india â kathakali dancedrama finally visually captivating art form performed egypt four city last week,Art
9008,university troupe make mark egypt national theatre festival 9th edition egyptâs national theatre festival came end 8 august,Art
9009,art alert shakespeare measure measure cairo falaki theatre directed waleed hammad play run five day,Art
9010,controversy erupts khaled abol naga basmas participation u tv drama tyrant criticising two egyptian actor affiliating production israelborn writer board,Art
9011,weekend culture cairo alexandria 1113 august summer evening refreshing infused artistic cultural activity ahram online highlight event take place weekend,Art
9012,award winner egypt 9th national theatre festival egyptâs 9th national theatre festival ran 19 july 8 august,Art
9013,interview egyptian theatre director laila soliman zig zig drawing historical archive directed laila soliman zig zig play retells story 12 egyptian woman raped british soldier 1919 premiered april year play returned stage cairo alexandria month,Art
9014,indian artist creates organic version elephant idol saving mumbai sea,Art
9015,art alert jewish woman heart stage cairoâs hosapeer theatre fi qalby ontha ebreyya jewish woman heart centre jewish tunisian family muslim neighbour,Art
9016,migrant crisis politics headline polish shakespeare festival,Art
9017,egyptâs national theatre festival postpones closing ceremony mourn zewail festival commenced 19 july ran 20 day cairo theatre,Art
9018,malaysia dying art traditional kitemaking peril,Art
9019,american muslim fight bigotry laughter,Art
9020,faced growing clamp freedom expression turkish artist ponder uncertain future,Art
9021,egypt art culture event week 714 august cairo alexandria witness increased cultural dynamism audience offered week numerous event music dance film screening seminar check,Art
9022,art alert aldarb alahmar art school student perform cairo falaki theatre play first premiered february 2014 take element circus art theatre,Art
9023,weekend culture cairo alexandria 1517 september following eid holiday egypt cultural scene return regular dynamism ahram online highlight event take place weekend,Art
9024,blanchett lead celebrity video poem refugee,Art
9025,art alert ahmed elattars last supper return cairo falaki theatre directed ahmed elattar play magnifies absurdity modern upperclass society,Art
9026,newly revamped cairo experimental theatre festival return 5year hiatus 23rd cairo international festival contemporary experimental theatre held 20 30 september,Art
9027,weekend culture cairo alexandria 810 september ahram online highlight event take place weekend,Art
9028,photo brecht mother courage performed cairo miami theatre play directed mohamed omar,Art
9029,google doodle celebrates late egyptian comedian fouad elmohandes google celebrates theatre film actor would 92nd birthday,Art
9030,egypt art culture event week 410 september last week eid cultural institution offer variety event film screening exhibition concert check,Art
9031,colour minya alwanat cultural centre brings art child youth upper egypt ballet gymnastics painting photography theatre literature film street festival alwanat meaning âcoloursâ arabic perfect name dynamic centre educates art upper egypt minya,Art
9032,weekend culture cairo alexandria 13 september ahram online highlight event take place weekend,Art
9033,art alert alhadraa troupe cairo elgenaina theatre hadra chanter perform inshad dhikr madih prophet,Art
9034,egypt art culture event week 28 august 4 september week many independent venue offer film screening cannes film festival acid selection highlight week also includes event worth checking cairo alexandria theatre play minya,Art
9035,art alert egypt aldarb alahmar art school premiere zambalek since onset 2012 school located economically underprivileged district name taught artistic skill dozen child,Art
9036,weekend culture cairo alexandria 2527 august summer evening refreshing infused artistic cultural activity ahram online highlight event take place weekend,Art
9037,people people egyptâs nahda art school boost expression community theatre nahda art school social theatre aim enhancing local community performance street square across egypt village town,Art
9038,contemporary art sunset painting ghana street festival,Art
9039,fair foul shakespeare many guise edinburgh festival,Art
9040,egypt art culture event week 2128 august cairo alexandria dynamic ever culture large assortment event includes film screening exhibition music event among event,Art
9041,japan egypt art materialises waste downtown cairo workshop artist working rag rich project repurposing garbage public art get help visiting international artist among hideaki shibata,Art
9042,weekend culture cairo alexandria 1820 august summer evening refreshing infused artistic cultural activity ahram online highlight event take place weekend,Art
9043,egyptâs art culture best august september 2016 ahram online highlight egypt artistic achievement important cultural event august september 2016,Art
9044,interview scream battered woman lebanese director lina abyad love directed lina abyad play titled love staged within ongoing cairo festival contemporary experimental theater,Art
9045,egyptian french german circus artist collaborate tour egypt delta city circus run 27 september 18 october starting residency practitioner followed show touring 10 city,Art
9046,weekend culture cairo alexandria 29 sep1 oct ahram online highlight event take place weekend,Art
9047,syrian poet adonis say poetry save arab world,Art
9048,picasso muse jacqueline resurrected play moldovan troupe cairo last night madrid staged elghad theatre 21 22 september,Art
9049,interview sameh mahran president cairo theatre festival egypt return international theatre scene sameh mahran president ongoing cairo international festival contemporary experimental theatre talk ahram online year edition challenge well hope plan future,Art
9050,egypt art culture event week 25 september 2 october international theatre festival spartacus ballet cairo comix festival music concert film screening exhibition week offer lot cultural activity cairo alexandria port said,Art
9051,art alert spartacus open cairo opera ballet new season spartacus premiered egypt 2010,Art
9052,art alert rwanda radio play brings focus censorship egypt theatre festival brought amizero kompagnie rwanda radio play staged within ongoing 23rd cairo international festival contemporary experimental theatre,Art
9053,art alert swedenbased iraqi artist reveal memory wartorn country cairo audience physical theatre play titled pillar blood piliere krvi performed part ongoing 23rd cairo international festival contemporary experimental theatre,Art
9054,art alert moliere polish troupe staged cairo troupe teatr animacji take part ongoing 23rd cairo international festival contemporary experimental theatre,Art
9055,chinese thunderstorm brings haunting past egypt contemporary theatre festival tuesday 20 september theatre play thunderstorm directed chen dalian performed fujian people art theatre opened 23rd cairo international festival experimental contemporary theatre,Art
9056,weekend culture cairo alexandria 2224 september theatre festival town music always season show world ahram online highlight event take place weekend,Art
9057,curtain rise 23rd cairo international festival experimental contemporary theatre 23rd cairo international festival experimental contemporary theatre run 20 30 september,Art
9058,south sudan warweary artist paint town peace,Art
9059,programme cairo experimental theatre festival running across 10 venue festival feature play egypt 13 country,Art
9060,cairo experimental theatre festival open chinese play thunderstorm seminal 1936 chinese drama directed chen dalian make debut egypt 20 september,Art
9061,egypt art culture event week 18 25 september new artistic season begin come festival music spiritual singing theatre lover culture event spread across many city cairo alexandria damanhour qanater banha,Art
9062,art alert black stage woman experience alexandria teatro eskendria play first performed deecember french institute alexandria,Art
9063,egypt art culture event week 2330 october cairo alexandria offer large assortment event including film screening exhibition concert theatre play among event check,Art
9064,indian embassy celebrate gandhi birth cairo port said threeday programme celebrate famed peacemaker cairo port said,Art
9065,weekend culture cairo alexandria 2022 october music film theatre ahram online highlight event weekend,Art
9066,photo star orient musical fairytale celebrating egypt umm kalthoum musical reorient swedenbased culture music event organiser staged cairo elgenaina theatre friday 14 october,Art
9067,thailand late king also artist jazz musician inventor,Art
9068,shakespeare unauthorised bard earliest published play get rare public exhibition,Art
9069,egypt art culture event week 1623 october check listing music event exhibition film screening happening week,Art
9070,ahram onlineâs culture editor win 2016 cnn african journalist award culture ati metwaly award ahram weekly 2015 interview visuallyimpaired girl woman egypt unique al nour wal amal orchestra one 38 finalist 14 country,Art
9071,artist bring colour hope egypt elborollos part two week symposium elborollos symposium drawing wall boat year featured 40 artist receiving warm local welcome third edition,Art
9072,art alert british museum modern egypt project come downtown cairo installation kodak passageway display object last century feature talk topic,Art
9073,weekend culture cairo alexandria 1315 oct ahram online highlight event take place weekend including massar egbari concert book fair,Art
9074,programme vibrant october cairo elgenaina theatre elgenaina theatre october programme feature array performance include music theatre circus art,Art
9075,controversy israeli ambassador attendance layla min alf layla director egyptâs national theatre denied rumour personally welcomed ambassador,Art
9076,egypt art culture event week 916 october cairo alexandria cultural scene booming week check listing music event exhibition film screening book discussion much,Art
9077,weekend culture cairo alexandria 68 oct ahram online highlight event take place weekend,Art
9078,interview torange yeghiazaria iranianamerican theatre maker middle east voice u iranianamerican playwright director torange yeghiazarian one guest honour 23rd cairo international festival contemporary experimental theatre,Art
9079,interview chinese theatre maker lu ang bridging past present east west lu ang theatre director playwright professor dean directing department shanghai theatre academy,Art
9080,interview iraqiswedish theatre director anmar taha explores nightmare search peace pillar blood physical performance iraqi body staged cairo international festival contemporary experimental theatre,Art
9081,egypt art culture event week 29 october film exhibition music theatre check art culture event week cairo alexandria,Art
9082,glance egypt art culture august september 2016 ahram online brings egyptian regional culture interview feature news review revisit august september 2016 article linked,Art
9083,art alert 12 angry men inspires play alexandriaâs teatro eskendria written mohamed casper directed abdelrahman darwish play titled truly joyful city adapted american script 12 angry men,Art
9084,egyptâs ascii initiative first alternative art school fair new york ascii launched three year ago egyptian contemporary artist educator shady elnoshokaty,Art
9085,art alert egypt bussy project stage forced based personal testimony sexual violence performance result collaboration bussy project nazra feminist study,Art
9086,egypt art culture event week 2027 november film week cairo international film festival continues parallel many exhibition musical night play,Art
9087,egyptian play paranoia participates 23rd jordan theatre festival annual festival feature play nine arab country,Art
9088,art alert first draft play performed falaki theatre play inspired science fiction short story machine stop em forster,Art
9089,weekend culture cairo alexandria 1719 november ahram online highlight event take place weekend,Art
9090,egypt art culture event week 1320 november cairo international film festival one many event filling culturepacked week check listing cairo alexandria,Art
9091,cairo metropol theatre reopens renovation metropol theatre also known abdelmonein madbouly theatre home national childrens theatre,Art
9092,weekend culture cairo alexandria 1013 november ahram online highlight event take place weekend,Art
9093,zaha hadid among six awarded aga khan architecture prize,Art
9094,egypt art culture event week 613 november week dominated film many provided ongoing panorama european film parallel arabic music aficionado check star studded music festival,Art
9095,ballet carmen antonio gades company brings spanish reverie egypt ballet carmen one iconic work late master flamenco dancer choreographer antonio gades staged cairo 25 28 october,Art
9096,weekend culture cairo alexandria 35 november ahram online highlight event take place weekend,Art
9097,louvre could house treasure iraq syria hollande,Art
9098,art architecture singapore featured alahram elbeit magazine special issue elbeit magazine focus architecture design art highlight singapore experience,Art
9099,glance egypt art culture october 2016 ahram online brings egyptian regional culture interview feature news review revisit may 2016 article linked,Art
9100,egypt art culture event week 30 oct 6 nov 9th panorama european film 25th arab music festival famed violinist gidon kremers tour egypt among highlight week miss many cultural event taking place across many city,Art
9101,weekend culture cairo alexandria 2729 october music film theatre ahram online highlight event weekend,Art
9102,egypt fine art sector commemorates 43rd death anniversary literary icon taha hussein threeday programme highlight significance late writer intellectual younger generation,Art
9103,know able want dare google doodle late egyptian activist doria shafik google celebrates 108th birthday woman right advocate,Art
9104,key film nominee 2017 golden globe award,Art
9105,egyptâs state cultural institution suspend activity three day church bombing following explosion morning near cairo coptic cathedral state announces three day mourning,Art
9106,american comic show cancelled saudi arabia,Art
9107,uncovering face faceless art egypt graffiti artist keizer ant city ant mascot logo keizerâs large body work includes thematic content range political social issue abstract form well urban manipulation,Art
9108,egypt art culture event week 1118 december week cairo alexandria offer large assortment cultural activity everyone enjoy,Art
9109,weekend culture cairo alexandria 810 december ahram online recommends art art anc culture event fill weekend,Art
9110,google doodle celebrates persian astronomer azophi abd alrahman alsufi doodle celebrates alsufi would 1113th birthday,Art
9111,egypt art culture event week 411 december week cairo alexandria offer large assortment cultural activity everyone enjoy,Art
9112,putin warns offending believer amid russian artist concern censorship,Art
9113,weekend culture cairo alexandria 13 december ahram online highlight event weekend,Art
9114,egyptâs art culture best october november 2016 ahram online highlight egypt artistic achievement important cultural event october november 2016,Art
9115,glance egypt art culture november 2016 ahram online brings egyptian regional culture interview feature news review revisit november 2016 article linked,Art
9116,ordinary people onewoman play explores memory loss death disappearance play written directed performed egyptian stage actress zainab magdy jesuit centre cairo 22 26 november,Art
9117,egypt art culture event week 27 november4 december week cairo alexandria offer large assortment cultural activity everyone enjoy,Art
9118,tired campaign south sudan artist protest civil war popup street performance mural,Art
9119,odissi bharatnatyam beyond india classical dance back en vogue,Art
9120,weekend culture cairo alexandria 2426 november ahram online highlight event take place weekend,Art
9121,art alert emirati commentator arab affair art sultan alqassemi speak alexandria writer discus intersection 20th century art politics arab world,Art
9122,art alert contemporary dance night cairoâs falaki theatre programme includes work late iconic american choreographer merce cunningham well performance egypt,Art
9123,obituary nehad selaiha theatre activist scholar godmother 6 january egyptian culture scene lost nehad selaiha bilingual scholar translator historian writer critic multidisciplinary approach theatre true âtheatre activistâ widely known,Art
9124,weekend culture cairo alexandria 1214 january ahram online highlight event take place weekend,Art
9125,egypt art culture event week 815 january upcoming week offer large assortment film theatre play exhibition music event miss,Art
9126,prominent egyptian theatre critic nehad selaiha dy 72 funeral ceremony take place saturday wake held cairo elhamedya elshazleya mosque tuesday,Art
9127,pakistan regional language face looming extinction,Art
9128,weekend culture cairo alexandria 57 january ahram online highlight event take place weekend,Art
9129,glance egypt art culture december 2016 ahram online brings egyptian regional culture interview feature news review revisit december 2016 article linked inside,Art
9130,egypt art culture event week 18 january first week 2017 brings interesting assortment music film theatre taste age,Art
9131,cairo opera house launch online ticketing service 25 december cairo opera house launched online ticketing service event,Art
9132,weekend culture cairo alexandria 2931 december last weekend year lot culture event offer check,Art
9133,going get tough challenge 2016 brought upon egypt cultural scene 2016 egypt saw many economic legal change impacted art culture scene cultural player respond many pressure navigate many obstacle manage,Art
9134,egypt art culture event week 25 december 1 january last week year lot art culture event offer cairo alexandria check,Art
9135,egypt artist writer passed away 2016 list egyptian artist writer passed away 2016,Art
9136,weekend culture cairo alexandria 2224 december ahram online highlight event weekend,Art
9137,art alert sah elnom play cairoâs osiris play performed donzdorf international theatre festival germany last year,Art
9138,dutch artist brings beauty wardamaged gaza home,Art
9139,egypt art culture event week 1825 december week offer lot film christmas related event topped theatre exhibition check,Art
9140,empowering woman violence discrimination art egyptian perspective unâs 16 day activism genderbased violence campaign egyptian creator remind u importance raising awareness violence woman promoting female empowerment,Art
9141,weekend culture cairo alexandria 15 17 december ahram online recommends music theatre film exhibition fill weekend culture,Art
9142,lost treasure syria palmyra rise new 3d show,Art
9143,art alert 1984 play stage bibliotheca alexandrina play based classic novel george orwell,Art
9144,interview egypt cultural manager mohamed elghawy child art education mohamed elghawy talk journey art tool education organisation afca art culture hakawy festival recent art management training plan future,Art
9145,saudi first comiccon fest set wow,Art
9146,art alert rusalka opera live met cairo malak gabr theatre rusalka one popular czech opera,Art
9147,mauritania woman market carving space woman entrepreneur located heart mauritania capital nouakchott woman market provides business opportunity independence local woman,Art
9148,art alert charlie chaplinâs city light staged cairoâs falaki theatre play directed mohamed hashem,Art
9149,cairo international book fair art culture event 310 feb list art culture event held parallel second week cairo international book fair,Art
9150,programme art management seminar cairoâs afca seminar open independant public sector develop artsmanagement practice,Art
9151,art alert american buffalo play american university cairo play staged 10 night gerhart theatre,Art
9152,art alert swiss cultural centre theatre week begin tuesday five performance local director inspired swiss work,Art
9153,cairo international book fair art culture event 27 jan2 feb book fair started thursday also full programme artistic event including play film screening musical performance ahram online provides reader list playing week,Art
9154,art alert ballet coppã©lia brings magic cairo alexandria performed cairo opera ballet company coppã©lia premiered egypt october 2015,Art
9155,weekend culture cairo alexandria 2628 january ahram online highlight special event taking place weekend,Art
9156,art alert chhau indian folk dance performance cairo two chhau indian folk dance performance held cairo celebrate indian republic day,Art
9157,cairo contemporary dance centre hold 5 ra2s festival february festival feature performance film screening workshop,Art
9158,egypt art culture event week 2229 january ahead cairo international book fair launch end week egypt art culture scene offer lot choice concert theatre play film screening exhibition check,Art
9159,weekend culture cairo alexandria 1921 january ahram online highlight special event taking place weekend,Art
9160,second edition âart streetâ take luxorâs wall exhibition held symposium showcase documentation street mural,Art
9161,suffering silence precarious work egyptian circus artist wild animal attacking trainer unheard world egypt circus art incident challenge circus face daily basis,Art
9162,egypt art culture event week 1522 january definitely week visual art aficionado many interesting exhibition egypt renowned atists check also theatre play film screening music event listed,Art
9163,national theatre production ramadan national theatre troupe announcing production ramadan cairo alexandria addition restating popular play,Art
9164,egypt ministry culture sign agreement dmc channel shooting play channel film national production professional amateur,Art
9165,syrian refugee kid lebanon act direct escape,Art
9166,art alert henna staged alexandriaâs garage theatre play produced beit hawadeet eskenderia troupe,Art
9167,acclaimed harry potter play take new york spring 2018,Art
9168,saudi artist seen pushing boundary,Art
9169,two arabic play stage celebration luxor 2017 captial arab culture,Art
9170,iraq war turn upcoming new york musical baghdaddy,Art
9171,traditional jin opera troupe tour rural china defending dying art,Art
9172,breakdance puppet sand art korean artist perform cairo korean bboy troupe sand artist performed part koreanarab friendship caravan,Art
9173,art alert renowned puppet show close egypt india nile festival image truth puppet show performed new delhi ishara puppet theatre trust,Art
9174,untangled genderfocused comedy brings reality egyptian youth stage play premiered november returned cairo hosapeer theatre last week fresh script updated skit,Art
9175,art alert gentleman caller staged cairo alexandria play directed ahmed saleh performed several language,Art
9176,theatre adaptation forty rule love open cairoâs salam theatre play production year currently running elsalam theatre,Art
9177,art alert shaman play open elghad theatre play directed said soliman,Art
9178,art alert standup comedy workshop cairo osiris centre oneday workshop led ali qandil,Art
9179,giant ai weiwei refugee installation go display prague,Art
9180,art alert ballet zorba return cairo opera stage ballet performed cairo opera ballet company,Art
9181,banksys art west bank hotel world worst view,Art
9182,historical granada building heliopolis turned theatre renovation come part newlyintroduced initiative revive heliopolis heritage,Art
9183,art alert banati present dress story struggling egyptian girl performance organized banati foundation partnership drosos foundation,Art
9184,photo syrian billy elliot dance erase horror war,Art
9185,syrian displaced daesh paint experience makeshift material,Art
9186,ballerina assiut upper egypt classical dance school creates hope launched three partner june 2016 assiuts classical ballet school recently celebrated one year anniversary faced partly overcome tough challenge,Art
9187,google doodle celebrates sudanese author tayeb salih,Art
9188,art alert playback theatre cairoâs gramophone khoyout troupe transform story form audience improvised theatre spot,Art
9189,10th egyptian national theater festival introduces audience award honour late critic nehad selaiha 10th egyptian national theater festival run 13 27 july cairo,Art
9190,queen mozart versace bã©jarts ballet life open lebanon beiteddine art festival beiteddine art festival one lebanon important annual cultural event open bã©jarts ballet life 14 july,Art
9191,egyptian scenographer hazem shebl appointed vice president prestigious intl theatre organisation joining international organisation scenographers theatre architect technician shebl potentially support proposal egypt hosting upcoming world stage design event,Art
9192,layla min alf layla return egyptâs national theater eid release 2015 production witnessed unprecedented popularity financial success,Art
9193,arab art focus program edinburgh festival fringe august artwork taking part program showcased 4 27 august,Art
9194,egyptian ministry culture announces nominee upcoming national theatre festival 10th edition national theatre festival open 13 july,Art
9195,egypt youth theatre get new director new head youth theatre adel hassan recently directed highly successful play based elif shafaks forty rule love salam theatre,Art
9196,mahatat launch tale night storytelling tour across several city egypt mahatat contemporary art upcoming tour held 10 15 june,Art
9197,banksy withdraws artforvotes offer uk election,Art
9198,remembering egypt comedy icon excellency naguib elrihani renowned actor father comedy left important mark egyptian cinema passed away 8 june 1949,Art
9199,art alert mashrou el mareekh openmic night darb 1718 mashrou el mareekh initiative set hold openmic night darb 1718 10 july,Art
9200,art alert free performance elleila elkebira puppet theatre talaat harb center operetta timeless musical egyptian culture highly popular ramadan,Art
9201,egypt strong presence london shubbak festival contemporary arab culture july festival held 1 16 july feature theatre film music literature visual art among others,Art
9202,cairo staging forty rule love get heart script audience 40 night stage play forty rule love repeatedly earned full house elsalam theatre,Art
9203,cairo ready contemporary experimental theatre festival 24th cairo international festival contemporary experimental theatre open 19 september play georgia,Art
9204,programme 26th festival egypt theatre club event aim shed light play variety club across egypt,Art
9205,le corsaire special work cairo ballet company artistic director new season opening erminia kamel artistic director cairo opera ballet company spoke ahram online opening show season well companyâs future plan,Art
9206,art alert breaking wall festival launch september festival held 7 17 september,Art
9207,young alwanat talent perform fullfledged ballet show upper egypt cinderella performed young ballet dancer minyas alwanat cultural centre directed mamdouh hassan,Art
9208,go theatre play space prominent egyptian scenographer hazem shebl first egyptian artist nominated vicepresident international organization scenographers theatre architect technician oistat,Art
9209,art alert danish experience play staged falaki theatre play comedy directed salah ihab,Art
9210,saudi teenage boy arrested dancing street viral video,Art
9211,comedy legend jerry lewis dy 91,Art
9212,past master saving afghanistan artisan extinction,Art
9213,art alert taiwanese choreographer present ghareeb dance performance darb 1718 shao chen yu asad based taiwan visit middle east every year collecting story reflect performance,Art
9214,pioneering egyptian screenwriter mahfouz abdelrahman dy 76 mahfouz abdelrahman one first screenwriter arab television died yesterday suffering stroke,Art
9215,barrierbreaking u comedian activist dick gregory dead 84,Art
9216,amr salama film sheikh jackson open firstever elgouna film festival festival screening film egyptian premiere,Art
9217,hisham gabr resigns director bibliotheca alexandrina art centre composer conductor director centre since may 2014,Art
9218,six iranian given suspended jail lashing sentence teaching zumba,Art
9219,art alert cinema 30 play performed hosapeer theatre play previously staged 10th national theatre festival,Art
9220,art alert âwasteâ dance performance cairoâs rawabet theatre performance choreographed essrsaa magdi,Art
9221,spirituality literature resonate year national theatre festival adaptation mystical work enthusiastic youth presence marked year national theatre festival ran 13 27 july,Art
9222,artist us iraq refugee war veteran radio project,Art
9223,remembering sanaa gamil flourishing stage screen remembrance theatre film actress sanaa gamil passed away 15 year ago 22 december,Art
9224,art alert diamond dust play falaki theatre adapted ahmed morads novel play follows ordeal young man haunted death father turn hidden vigilante past,Art
9225,creative mind egypt artist writer art critic died 2017 year 2017 difficult egyptian creative field many renowned actor musician writer critic passing away,Art
9226,theatre play surrender shed light new egyptian talent ready enter acting scene staged actor studio initiative housed creativity centre surrender play consisting 13 scene pain modern society expressed group young talent,Art
9227,africa populous city aim become art design hub,Art
9228,egyptian hit play forty rule love tour luxor tunisia morocco play reach audience abroad five highly successful season cairo,Art
9229,photo art project transforms historic indian fishing dock,Art
9230,5 piece art see louvre abu dhabi,Art
9231,louvre abu dhabi set open decade making,Art
9232,motherline project honour story woman depth diversity starting new york storytelling performance made international debut cairo codirected eliza simpson amanda lederer dalia bassiouny,Art
9233,7000 woman denounce sexual harassment art world,Art
9234,art alert flying noon performance genaina theatre musical circus show feature twenty girl darb elahmar art school,Art
9235,art brings peace battlescarred lebanon district,Art
9236,remembering hanaa abdelfattah egyptian theatre director actor cultural mediator hanaa abdelfattah passed away 19 october 2012 cairo,Art
9237,art alert green light performance stage cairoâs hanager theatre performance result workshop training homeless child,Art
9238,art alert three genderthemed play show go cairo falaki theatre play performed three night differently exploring gender related subject,Art
9239,syrian dancer perform show migration berlin,Art
9240,feminine edition woman voice prevail 2017 cairo contemporary theatre festival half play year cairo international festival contemporary experimental theatre dealt woman experience many defying genre limitation stereotype favour nuanced approach,Art
9241,step forward look 2017 cairo intl festival contemporary experimental theatre cairo international festival contemporary experimental theatre cifcet launched 24th edition lineup revealing interesting selection eastern european latin american play,Art
9242,arab art focus edinburgh festival shine despite visa rejection uk organised cairo dcaf festival arab art focus ran month garnering positive review latest edition edinburgh festival fringe,Art
9243,behlar passage night festival people cairo 9 14 february behlar passage night festival brought dance joy downtown cairo,Art
9244,egyptian artistic community bid farewell renowned actor mohamed metwalli condolence late actor received wake scheduled wednesday 21 february hamdiyah shazliya mosque,Art
9245,sleeping magic italy balletto del sud performs cairo balletto del sud staged sleeping beauty ballet cairo opera house three consecutive night 6 8 february,Art
9246,7th edition egypt 2b continued lab festival take place cairo alexandria luxor year festival kick cairo 13 february move alexandria concludes 23 february performance luxor,Art
9247,art alert four performance 7th edition 2b continued festival lab four performance staged two day public falaki theatre,Art
9248,art alert sleeping beauty ballet italy egypt balletto del sud company give three performance tchaikovsky sleeping beauty cairo,Art
9249,art alert silent night mime performance cairoâs falaki theatre troupe award elsawy culture wheel mime festival last year performance pascalia,Art
9250,theatre community mourns death egyptian director critic sayed khattab,Art
9251,happy holiday festival art culture fun cairo programme tailored child list number show magician mime artist puppeteer well egyptian national circus,Art
9252,cooperation egypt artistic theatre house arab authority theatre final stage cooperation two entity concluded arab theatre festival tunisia,Art
9253,art alert storytelling performance moswadda alexandria jesuit centre performance delivered hawadit eskendria directed houria eldakkak,Art
9254,swan lake dreamy poetry seductive magic cairo alexandria stage tchaikovsky famed ballet performed cairo 10 13 january followed alexandria performance 17 18 january,Art
9255,cairo opera chairwoman ines abdeldayem appointed egypt new culture minister,Art
9256,art alert âwe need toâ dance performance alexandriaâs jesuit centre dance directed choreographed nagham salah othman,Art
9257,art alert playback theatre night cairoâs dawar playback theatre improvisational mean theatre channel entertainment community building,Art
9258,art alert elhezb elcomedy present standup elbet alwan line feature four standup act mohammed morgan taha dessouky mohamed kamatcho omar kintaki,Art
9259,google doodle celebrates late egyptian poet farouk shousha farouk shousha born 9 january 1936 died 14 october 2016,Art
9260,art alert swan lake ballet performed cairo alexandria music tchaikovsky famed ballet swan lake staged cairo opera ballet company,Art
9261,mazen elgharabawy appointed new general coordinator arabic theatre exchange announcement made general union arab artist,Art
9262,photo forsa saeeda play open cairo elsalam theatre comic play directed mohamed gomaa,Art
9263,walid aouni cairo modern dance theatre company company honored silver jubilee ceremony featured restaging icarus first performed troupe 1993,Art
9264,art alert rector verso dance performance bibliotheca alexandrina performance part silsilah dance project,Art
9265,france old friend hakawy intl art festival child french presence hakawy festival expressed play h2ommes film yellowbird new component festival,Art
9266,child right sky limit egypt hakawy intl art festival child founded mohamed el ghawy hakawy international art festival child 813 march established one impressive initiative recent year,Art
9267,art alert disability art discussed within dcaf discussion session host representative british council uk british council egypt unesco,Art
9268,strength strength arab art focus downtown contemporary art festival year mark fourth edition arab art focus particularly rich programme offer time around,Art
9269,ballet conscious st petersburg troupe come cairo swan lake since beginning 2018 egyptâs ballet lover spoiled choice art form recent ballet treat came cairo st petersburg ballet company performing swan lake 79 march,Art
9270,lula del ray performance brings manual cinema cairoâs hakawy festival lula del ray staged several time 10 13 march hanager theatre,Art
9271,secret life suitcase magical fantasy come cairo uplifting show child coproduced uk unicorn theatre featuring 8th hakawy international art festival child cairo opera house 8 13 march,Art
9272,photo arab world premiere canadian cherepaka dance downtown contemporary art fest cherepaka dance contortionism inspired painting francis bacon performed 10 11 march part ongoing dcaf event downtown cairo,Art
9273,new york theatre honour magda saleh celebration egyptian dance egypt renowned prima ballerina magda saleh honored event horse mouth new york,Art
9274,childrens art festival kick cairo dutch dancer tall tale 8th hakawy international art festival run 13 march,Art
9275,interview year mediterranean director italian cultural institute egypt 2018 plan cultural engagement,Art
9276,child first need know 8th hakawy intl art festival child hakawy take place 813 march hosting play uk holland france usa alongside event egyptian storyteller bibliothequebus film screening seminar workshop,Art
